ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
B_00237	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_00238	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unidentified	Unidentified
B_00239	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	Unidentified
B_00240	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00241	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	YM_S32_TM7_50_20	Unidentified	Unidentified
B_00242	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_00243	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00244	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	huakuii
B_00246	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Unidentified
B_00247	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_00248	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	Unidentified
B_00249	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unidentified
B_00250	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00251	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00252	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00253	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unidentified
B_00254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_00255	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Unidentified	Unidentified
B_00256	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unidentified
B_00258	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	echinoides
B_00259	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_00260	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_00261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified	Unidentified	Unidentified
B_00262	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00263	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unidentified
B_00264	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Unidentified
B_00265	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	Unidentified
B_00266	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Unidentified	Unidentified
B_00267	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00268	Bacteria	Actinobacteriota	Acidimicrobiia	Unidentified	Unidentified	Unidentified	Unidentified
B_00269	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Unidentified
B_00270	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_00271	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unidentified	Unidentified	Unidentified
B_00272	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	Unidentified
B_00273	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	Unidentified
B_00275	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unidentified
B_00276	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Unidentified
B_00277	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00278	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Unidentified
B_00279	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Unidentified
B_00280	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	fragariae
B_00281	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00282	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Unidentified	Unidentified
B_00283	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Unidentified	Unidentified
B_00284	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_00285	Bacteria	Chloroflexi	AD3	Unidentified	Unidentified	Unidentified	Unidentified
B_00286	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00287	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00288	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	Unidentified	Unidentified	Unidentified
B_00289	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00290	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unidentified	Unidentified
B_00291	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	Unidentified	Unidentified
B_00293	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	Unidentified	Unidentified	Unidentified
B_00294	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00295	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00296	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unidentified
B_00297	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	Unidentified
B_00298	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	Unidentified	Unidentified
B_00299	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00300	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unidentified	Unidentified
B_00301	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unidentified
B_00302	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00303	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unidentified	Unidentified	Unidentified
B_00304	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_00305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_00306	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unidentified	Unidentified
B_00307	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
B_00308	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unidentified	Unidentified	Unidentified
B_00309	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00310	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00311	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea	Unidentified
B_00312	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00313	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unidentified
B_00314	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00315	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00316	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_00317	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unidentified
B_00318	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Unidentified	Unidentified
B_00319	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unidentified	Unidentified
B_00320	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Unidentified
B_00321	Bacteria	Chloroflexi	KD4-96	Unidentified	Unidentified	Unidentified	Unidentified
B_00322	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Unidentified	Unidentified
B_00323	Bacteria	Chloroflexi	AD3	Unidentified	Unidentified	Unidentified	Unidentified
B_00324	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_00325	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	Unidentified	Unidentified
B_00326	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unidentified
B_00327	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00328	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	mallensis
B_00329	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	estertheticum
B_00330	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Unidentified
B_00331	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_00332	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00333	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	Unidentified
B_00334	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00335	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unidentified	Unidentified
B_00336	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00337	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	Unidentified	Unidentified
B_00338	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unidentified
B_00339	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	[Aquaspirillum] arcticum group	Unidentified
B_00340	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Unidentified
B_00341	Bacteria	Chloroflexi	TK10	Unidentified	Unidentified	Unidentified	Unidentified
B_00342	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unidentified	Unidentified
B_00343	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	chlororaphis
B_00344	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00345	Bacteria	Acidobacteriota	Subgroup 5	Unidentified	Unidentified	Unidentified	Unidentified
B_00346	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00347	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00348	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00349	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	steynii
B_00350	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	silviterrae
B_00351	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00352	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	Unidentified
B_00353	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Unidentified
B_00354	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	Unidentified
B_00355	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	Unidentified
B_00356	Bacteria	FCPU426	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00357	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Unidentified	Unidentified
B_00358	Bacteria	WPS-2	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00359	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unidentified	Unidentified	Unidentified
B_00360	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unidentified	Unidentified
B_00361	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00362	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00363	Bacteria	Chloroflexi	KD4-96	Unidentified	Unidentified	Unidentified	Unidentified
B_00364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	ciceri
B_00365	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unidentified
B_00366	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unidentified
B_00367	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Unidentified
B_00368	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	derwentensis
B_00369	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00370	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unidentified	Unidentified	Unidentified
B_00371	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Unidentified
B_00372	Bacteria	SAR324 clade(Marine group B)	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00373	Bacteria	Proteobacteria	Alphaproteobacteria	Unidentified	Unidentified	Unidentified	Unidentified
B_00374	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unidentified	Unidentified
B_00375	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unidentified	Unidentified
B_00376	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unidentified	Unidentified	Unidentified
B_00377	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00378	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unidentified	Unidentified
B_00379	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unidentified
B_00380	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Unidentified	Unidentified
B_00381	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unidentified
B_00382	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00383	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	Unidentified
B_00384	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	Unidentified	Unidentified
B_00385	Bacteria	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00386	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	arcticus
B_00387	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Unidentified	Unidentified	Unidentified
B_00388	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	Unidentified
B_00389	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unidentified	Unidentified
B_00390	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	Unidentified
B_00391	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Unidentified
B_00392	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00393	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00394	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified
B_00395	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unidentified	Unidentified
B_00396	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	sacheonensis
B_00397	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	Unidentified	Unidentified
B_00398	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unidentified
B_00399	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unidentified	Unidentified
B_00400	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	Unidentified	Unidentified
B_00401	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Unidentified
B_00402	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unidentified	Unidentified
B_00403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Unidentified	Unidentified
B_00404	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unidentified
B_00405	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unidentified	Unidentified	Unidentified
B_00406	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Unidentified
B_00407	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00408	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unidentified	Unidentified
B_00409	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unidentified	Unidentified	Unidentified
B_00410	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unidentified	Unidentified
B_00411	Bacteria	RCP2-54	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
B_00412	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unidentified	Unidentified	Unidentified
B_00413	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00414	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Unidentified
B_00415	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Unidentified
B_00416	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	Unidentified
B_00417	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unidentified	Unidentified
B_00418	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unidentified	Unidentified
B_00419	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	Unidentified
B_00420	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unidentified	Unidentified	Unidentified
B_00421	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unidentified	Unidentified	Unidentified
B_00422	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unidentified	Unidentified	Unidentified
B_00423	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Unidentified	Unidentified
B_00424	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	Unidentified
B_00425	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unidentified	Unidentified	Unidentified
B_00426	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	Unidentified	Unidentified	Unidentified
B_00427	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified	Unidentified
B_00428	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unidentified	Unidentified
B_00429	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	Unidentified
